x,y_sin,y_cos
-5.005005005005005,0.9574925393950745,0.28845803334761144
-4.994994994994995,0.960331988856251,0.27885923183462547
-4.984984984984985,0.963075213567143,0.2692324887761539
-4.974974974974975,0.9657219386581056,0.2595787687666888
-4.964964964964965,0.968271898928704,0.249899039103798
-4.954954954954955,0.9707248388742866,0.24019426969120278
-4.944944944944945,0.9730805127115864,0.2304654329415939
-4.934934934934935,0.9753386844033478,0.22071350367919637
-4.924924924924925,0.9774991276819787,0.2109394590420926
-4.914914914914915,0.979561626072221,0.2011442783843137
-4.904904904904905,0.981525972912842,0.19132894317770865
-4.894894894894895,0.9833919713773418,0.1814944369136015
-4.884884884884885,0.9851594344936749,0.17164174500424595
-4.874874874874875,0.9868281851629849,0.16177185468408758
-4.864864864864865,0.9883980561773497,0.15188575491084352
-4.854854854854855,0.9898688902365352,0.14198443626640947
-4.844844844844845,0.9912405399637579,0.13206889085760373
-4.834834834834835,0.9925128679204505,0.12214011221675888
-4.824824824824825,0.993685746620034,0.11219909520217021
-4.814814814814815,0.9947590585406917,0.10224683589841146
-4.804804804804805,0.9957326961371449,0.09228433151652779
-4.794794794794795,0.9966065618514283,0.08231258029411564
-4.784784784784785,0.9973805681226662,0.07233258139529994
-4.774774774774775,0.9980546373958451,0.06234533481061834
-4.764764764764765,0.9986287021295855,0.052351841256822754
-4.754754754754755,0.9991027048029089,0.04235310207660804
-4.744744744744745,0.9994765979210014,0.03235011913827803
-4.734734734734735,0.9997503440199734,0.02234389473535882
-4.724724724724725,0.9999239156706125,0.012335431486169522
-4.714714714714715,0.9999972954811321,0.0023257322333604547
-4.704704704704705,0.9999704760989149,-0.007684200056571172
-4.694694694694695,0.9998434602112485,-0.01769336239377795
-4.684684684684685,0.9996162605450567,-0.02770075186556132
-4.674674674674675,0.9992888998656242,-0.037705365736862895
-4.664664664664665,0.9988614109743155,-0.04770620155073795
-4.654654654654655,0.9983338367052883,-0.05770225722880111
-4.644644644644645,0.9977062299212015,-0.06769253117163404
-4.634634634634635,0.9969786535079181,-0.07767602235914516
-4.624624624624625,0.9961511803682048,-0.08765173045087134
-4.614614614614615,0.9952238934144263,-0.09761865588621149
-4.604604604604605,0.9941968855602381,-0.10757579998458197
-4.594594594594595,0.9930702597112765,-0.11752216504548385
-4.584584584584585,0.9918441287548472,-0.127456754448472
-4.574574574574575,0.9905186155486146,-0.13737857275301585
-4.564564564564565,0.9890938529082913,-0.1472866257982421
-4.554554554554555,0.9875699835943296,-0.157179920802549
-4.544544544544545,0.9859471602976175,-0.16705746646308267
-4.534534534534535,0.9842255456241793,-0.1769182730550649
-4.524524524524525,0.9824053120788818,-0.1867613525309633
-4.514514514514515,0.9804866420481503,-0.19658571861949292
-4.504504504504505,0.9784697277816927,-0.20639038692444023
-4.494494494494495,0.9763547713732371,-0.21617437502329903
-4.484484484484485,0.9741419847402814,-0.22593670256570872
-4.474474474474475,0.9718315896028593,-0.23567639137168478
-4.464464464464465,0.969423817461325,-0.24539246552963195
-4.454454454454455,0.9669189095731556,-0.25508395149413016
-4.444444444444445,0.9643171169287782,-0.2647498781834829
-4.434434434434435,0.9616187002264206,-0.27438927707701954
-4.424424424424425,0.9588239298459892,-0.28400118231214033
-4.414414414414415,0.9559330858219774,-0.2935846307810952
-4.404404404404405,0.9529464578154061,-0.3031386622274869
-4.394394394394395,0.9498643450848,-0.31266231934248817
-4.384384384384385,0.9466870564562017,-0.32215464786076325
-4.374374374374375,0.943414910292228,-0.3316146966560851
-4.364364364364365,0.9400482344601698,-0.3410415178366376
-4.354354354354355,0.93658736629914,-0.35043416683999384
-4.344344344344345,0.9330326525862722,-0.3597917025277606
